times,z,d,h,v,nearest_labels,haptic_messages,buzzer_messages,chipTemperature,max6675Temperature,cpuTemperature
0.4968540668487549,0.0,nan,nan,nan,nan,nan,nan,38.23600387573242,23.5,59.9
1.4905149936676025,4.6426825,nan,nan,nan,nan,nan,nan,41.83568572998047,23.75,63.3
1.7195525169372559,4.422653055555555,nan,nan,nan,nan,nan,nan,42.69755935668945,22.25,63.3
2.196519136428833,3.8949522222222224,nan,nan,nan,nan,nan,nan,43.499290466308594,23.5,63.7
2.4675912857055664,2.9607369444444442,nan,nan,nan,nan,nan,nan,43.49858093261719,23.5,64.7
2.668769598007202,3.1265625,nan,nan,nan,nan,nan,nan,43.842464447021484,24.5,64.7
2.826559066772461,3.197411111111111,nan,nan,nan,nan,nan,nan,44.01337432861328,22.75,66.7
3.385814905166626,3.2023486111111112,nan,nan,nan,nan,nan,nan,44.69564437866211,25.0,66.7
3.5419039726257324,3.1779766666666664,nan,nan,nan,nan,nan,nan,44.866966247558594,23.25,67.2
3.646029472351074,3.1870108333333333,nan,nan,nan,nan,nan,nan,44.63887405395508,23.5,65.2
3.9564900398254395,3.1756575,nan,nan,nan,nan,nan,nan,45.26414489746094,25.5,66.7
4.355142116546631,3.1914219444444445,nan,nan,nan,nan,nan,nan,45.31962203979492,20.25,66.7
4.530637264251709,3.180551111111111,nan,nan,nan,nan,nan,nan,44.92350387573242,22.5,67.6
4.745126485824585,3.177612222222222,nan,nan,nan,nan,nan,nan,45.71685791015625,23.0,66.2
4.848796129226685,3.1797394444444445,nan,nan,nan,nan,nan,nan,45.773162841796875,24.5,66.7
5.000677824020386,3.158663888888889,nan,nan,nan,nan,nan,nan,45.7171516418457,23.25,67.6
5.375625371932983,3.190650833333333,nan,nan,nan,nan,nan,nan,46.0560302734375,23.5,68.1
5.445539236068726,3.195320833333333,nan,nan,nan,nan,nan,nan,45.88623809814453,22.5,69.6
5.527982711791992,3.191047777777778,nan,nan,nan,nan,nan,nan,45.83011245727539,23.5,68.1
5.6860551834106445,3.1855366666666667,nan,nan,nan,nan,nan,nan,46.1689338684082,21.5,69.1
5.788357257843018,3.169438611111111,nan,nan,nan,nan,nan,nan,46.226287841796875,23.5,69.1
5.88681697845459,3.118956388888889,nan,nan,nan,nan,nan,nan,45.999549865722656,23.0,69.6
5.956568479537964,3.0660233333333333,nan,nan,nan,nan,nan,nan,45.943599700927734,23.75,70.1
6.04817533493042,2.960125,nan,nan,nan,nan,nan,nan,46.226173400878906,23.75,68.6
6.4711949825286865,2.956495,nan,nan,nan,nan,nan,nan,46.39537811279297,26.5,70.1
6.557109117507935,3.1415780555555557,nan,nan,nan,nan,nan,nan,46.788692474365234,23.25,69.1
6.653271198272705,3.220667222222222,nan,nan,nan,nan,nan,nan,46.39520263671875,22.0,68.1
6.764232873916626,3.1476944444444444,nan,nan,nan,nan,nan,nan,46.564292907714844,22.5,70.1
6.902275800704956,3.167453611111111,nan,nan,nan,nan,nan,nan,46.33919143676758,22.75,70.6
7.003567218780518,3.1955711111111107,nan,nan,nan,nan,nan,nan,46.67578887939453,23.75,70.1
7.124211311340332,3.1776436111111113,nan,nan,nan,nan,nan,nan,46.45179748535156,25.25,70.1
7.577629804611206,3.175069722222222,nan,nan,nan,nan,nan,nan,46.451454162597656,24.0,69.6
7.665220022201538,3.1681433333333335,nan,nan,nan,nan,nan,nan,46.564292907714844,24.5,70.6
7.889928579330444,3.177150277777778,nan,nan,nan,nan,nan,nan,46.790096282958984,23.5,70.1
7.981403350830078,3.1554036111111112,nan,nan,nan,nan,nan,nan,46.789276123046875,22.5,71.1
8.095229387283325,3.1608255555555558,nan,nan,nan,nan,nan,nan,46.564292907714844,23.5,71.5
8.229687452316284,3.157665277777778,nan,nan,nan,nan,nan,nan,47.0705680847168,24.0,71.5
8.611051321029663,3.1814602777777776,nan,nan,nan,nan,nan,nan,47.23925018310547,23.25,71.1
8.715486526489258,3.192843611111111,nan,nan,nan,nan,nan,nan,47.35133361816406,22.75,70.6
8.851800441741943,3.189754444444444,nan,nan,nan,nan,nan,nan,46.845638275146484,22.75,71.1
8.977802515029907,3.1739608333333336,nan,nan,nan,nan,nan,nan,46.844886779785156,24.0,71.5
9.06296706199646,3.1838552777777775,nan,nan,nan,nan,nan,nan,47.239131927490234,22.75,72.0
9.143079996109009,3.1685963888888886,nan,nan,nan,nan,nan,nan,46.846046447753906,22.5,73.0
9.343018770217896,3.1874583333333333,nan,nan,nan,nan,nan,nan,46.7886962890625,21.5,73.0
9.780318260192871,3.137401111111111,nan,nan,nan,nan,nan,nan,47.12675476074219,25.0,72.5
9.943432569503784,3.1710244444444444,nan,nan,nan,nan,nan,nan,47.1831169128418,23.5,71.5
10.055341720581055,3.1716977777777777,nan,nan,nan,nan,nan,nan,46.84616470336914,24.25,71.5
10.180169582366943,3.1884883333333334,nan,nan,nan,nan,nan,nan,47.52018737792969,24.25,72.0
10.285280704498291,3.2252983333333334,nan,nan,nan,nan,nan,nan,47.35150909423828,24.5,73.0
10.42360258102417,3.187226388888889,nan,nan,nan,nan,nan,nan,47.406707763671875,22.5,72.5
10.763356924057007,3.1797555555555554,nan,nan,nan,nan,nan,nan,47.5767822265625,23.0,72.5
10.856935024261475,3.164298888888889,nan,nan,nan,nan,nan,nan,47.63250732421875,22.75,73.0
10.939351558685303,3.1610669444444444,nan,nan,nan,nan,nan,nan,47.744998931884766,24.0,72.0
11.004642009735107,3.184765,nan,nan,nan,nan,nan,nan,47.85668182373047,24.0,73.0
11.073981285095215,3.1532505555555552,nan,nan,nan,nan,nan,nan,47.800724029541016,26.75,73.0
11.135023355484009,3.167250277777778,nan,nan,nan,nan,nan,nan,47.9130973815918,24.0,73.0
11.242613792419434,3.179757222222222,nan,nan,nan,nan,nan,nan,47.96887969970703,25.25,71.5
11.39094352722168,3.1962633333333335,nan,nan,nan,nan,nan,nan,47.857086181640625,22.5,73.5
11.525623559951782,3.1746594444444445,nan,nan,nan,nan,nan,nan,47.91350555419922,22.75,74.0
11.93523383140564,3.1389944444444446,nan,nan,nan,nan,nan,nan,48.52745056152344,23.5,74.0
12.07994294166565,3.1735333333333333,nan,nan,nan,nan,nan,nan,47.6324462890625,24.5,74.5
12.157281875610352,3.1586444444444446,nan,nan,nan,nan,nan,nan,48.19281768798828,23.0,72.0
12.264869451522827,3.1717080555555555,nan,nan,nan,nan,nan,nan,48.1373291015625,22.5,73.5
12.331934213638306,3.184296111111111,nan,nan,nan,nan,nan,nan,47.744300842285156,23.5,73.5
12.416876316070557,3.1623333333333337,nan,nan,nan,nan,nan,nan,48.19258499145508,23.5,74.0
12.52733588218689,3.176976388888889,nan,nan,nan,nan,nan,nan,47.85655975341797,22.75,74.0
12.882816791534424,3.1662919444444446,nan,nan,nan,nan,nan,nan,48.0248908996582,21.75,73.5
12.96562647819519,3.1778619444444445,nan,nan,nan,nan,nan,nan,48.415775299072266,23.5,73.5
13.028918266296387,3.166151111111111,nan,nan,nan,nan,nan,nan,48.024078369140625,23.25,74.5
13.132522344589233,3.1825466666666666,nan,nan,nan,nan,nan,nan,48.2488899230957,25.0,74.0
13.19861388206482,3.127833888888889,nan,nan,nan,nan,nan,nan,48.02448654174805,24.0,73.5
13.329002380371094,3.138638611111111,nan,nan,nan,nan,nan,nan,48.19200897216797,24.75,74.5
13.415843486785889,3.161623888888889,nan,nan,nan,nan,nan,nan,48.24755859375,24.0,75.0
13.491783380508423,3.212286388888889,nan,nan,nan,nan,nan,nan,48.47230529785156,24.0,73.5
13.642968893051147,3.1705394444444446,nan,nan,nan,nan,nan,nan,48.415771484375,23.75,74.0
14.042227983474731,3.1464877777777778,nan,nan,nan,nan,nan,nan,48.527801513671875,22.5,73.5
14.188088417053223,3.1679855555555556,nan,nan,nan,nan,nan,nan,48.52716064453125,24.5,75.0
14.260802507400513,3.2000627777777777,nan,nan,nan,nan,nan,nan,48.639076232910156,25.0,75.0
14.318438053131104,3.1602791666666668,nan,nan,nan,nan,nan,nan,48.19281768798828,23.5,75.0
14.404551982879639,3.180968611111111,nan,nan,nan,nan,nan,nan,48.248714447021484,27.25,75.0
14.508515357971191,3.193634444444444,nan,nan,nan,nan,nan,nan,48.47277069091797,25.0,75.4
14.600723266601562,3.1505033333333334,nan,nan,nan,nan,nan,nan,48.19258499145508,23.5,75.0
14.742191791534424,3.1492519444444445,nan,nan,nan,nan,nan,nan,48.75098419189453,22.75,74.5
15.080749750137329,3.1377283333333335,nan,nan,nan,nan,nan,nan,48.360687255859375,25.25,75.9
15.186631441116333,3.15666,nan,nan,nan,nan,nan,nan,48.360050201416016,25.5,75.9
15.324568271636963,3.148848888888889,nan,nan,nan,nan,nan,nan,48.52745056152344,22.5,76.4
15.438117504119873,3.1816744444444445,nan,nan,nan,nan,nan,nan,48.24889373779297,25.0,75.0
15.537289142608643,3.158348611111111,nan,nan,nan,nan,nan,nan,48.416236877441406,23.5,75.4
15.580087661743164,3.162039722222222,nan,nan,nan,nan,nan,nan,48.52779769897461,24.25,75.4
15.653508424758911,3.1430425,nan,nan,nan,nan,nan,nan,48.806827545166016,24.25,74.0
15.74156379699707,3.2055758333333335,nan,nan,nan,nan,nan,nan,48.47178649902344,23.0,75.4
15.88615083694458,3.1824933333333334,nan,nan,nan,nan,nan,nan,48.63872528076172,23.25,76.4
16.23195505142212,3.156050833333333,nan,nan,nan,nan,nan,nan,48.5842170715332,23.25,76.4
16.313661098480225,3.147824722222222,nan,nan,nan,nan,nan,nan,48.91943359375,23.0,75.4
16.4263436794281,3.1586252777777775,nan,nan,nan,nan,nan,nan,48.8627815246582,23.25,75.4
16.55309295654297,3.1741374999999996,nan,nan,nan,nan,nan,nan,49.08562088012695,24.0,75.9
16.638152837753296,3.1665502777777776,nan,nan,nan,nan,nan,nan,48.91913986206055,23.75,75.4
16.75907850265503,3.170694166666667,nan,nan,nan,nan,nan,nan,49.14192199707031,24.0,76.4
16.860894680023193,3.145757222222222,nan,nan,nan,nan,nan,nan,48.75133514404297,23.0,76.9
16.91777992248535,3.1739391666666665,nan,nan,nan,nan,nan,nan,49.251583099365234,26.0,75.9
17.27199649810791,3.1338525,nan,nan,nan,nan,nan,nan,49.14227294921875,25.5,76.4
17.342448711395264,3.156448333333333,nan,nan,nan,nan,nan,nan,48.91891098022461,24.75,75.4
17.431196689605713,3.173987777777778,nan,nan,nan,nan,nan,nan,48.806480407714844,27.75,75.0
17.52354621887207,3.1929694444444445,nan,nan,nan,nan,nan,nan,48.75138854980469,22.25,75.4
17.605276584625244,3.1699724999999996,nan,nan,nan,nan,nan,nan,49.252967834472656,25.75,76.9
17.673285245895386,3.1465616666666665,nan,nan,nan,nan,nan,nan,49.03076171875,22.5,75.9
17.805410623550415,3.1901869444444446,nan,nan,nan,nan,nan,nan,49.141117095947266,22.25,76.4
17.945966005325317,3.1224011111111114,nan,nan,nan,nan,nan,nan,49.36396026611328,24.0,76.4
18.293277263641357,3.168775,nan,nan,nan,nan,nan,nan,49.30851745605469,24.25,76.9
18.33460283279419,3.153868055555556,nan,nan,nan,nan,nan,nan,49.47528839111328,26.75,76.9
18.417692184448242,3.16155,nan,nan,nan,nan,nan,nan,48.97486877441406,22.5,76.4
18.491124629974365,3.166205277777778,nan,nan,nan,nan,nan,nan,49.58685302734375,26.0,76.9
18.647120237350464,3.178869166666667,nan,nan,nan,nan,nan,nan,49.3072509765625,23.75,76.9
18.77470874786377,3.1554983333333335,nan,nan,nan,nan,nan,nan,49.586448669433594,23.25,76.4
18.953031301498413,3.164058611111111,nan,nan,nan,nan,nan,nan,49.19707107543945,25.0,76.4
19.36604404449463,3.1446727777777777,nan,nan,nan,nan,nan,nan,49.08613967895508,27.0,75.9
19.44356942176819,3.1767425,nan,nan,nan,nan,nan,nan,49.364356994628906,26.25,75.9
19.525441646575928,3.152965833333333,nan,nan,nan,nan,nan,nan,49.41979217529297,25.0,77.4
19.680619955062866,3.1506258333333337,nan,nan,nan,nan,nan,nan,49.19729995727539,23.25,76.9
19.829570531845093,3.1338761111111113,nan,nan,nan,nan,nan,nan,49.808998107910156,25.0,75.9
19.954777002334595,3.175265,nan,nan,nan,nan,nan,nan,49.41979217529297,22.25,76.9
20.326993703842163,3.154570833333333,nan,nan,nan,nan,nan,nan,49.308692932128906,23.25,77.4
20.42280864715576,3.1724775,nan,nan,nan,nan,nan,nan,49.64067459106445,25.5,75.9
20.534278869628906,3.159160277777778,nan,nan,nan,nan,nan,nan,49.75379180908203,24.0,76.4
20.680684566497803,3.1655105555555556,nan,nan,nan,nan,nan,nan,49.642578125,26.0,77.4
20.80841612815857,3.1073761111111113,nan,nan,nan,nan,nan,nan,49.863746643066406,24.0,76.9
20.932862997055054,3.191101388888889,nan,nan,nan,nan,nan,nan,49.5869140625,23.0,76.9
21.037495374679565,3.1601008333333334,nan,nan,nan,nan,nan,nan,49.64274978637695,24.5,77.4
21.491525173187256,3.138035,nan,nan,nan,nan,nan,nan,49.587257385253906,26.0,78.4
21.591221570968628,3.1515091666666666,nan,nan,nan,nan,nan,nan,49.419677734375,24.25,78.4
21.723629236221313,3.154299722222222,nan,nan,nan,nan,nan,nan,49.58563995361328,24.0,77.9
21.85576868057251,3.2030572222222222,nan,nan,nan,nan,nan,nan,49.91975402832031,26.5,77.4
21.94364356994629,3.143333888888889,nan,nan,nan,nan,nan,nan,49.64286422729492,23.5,77.4
22.019395351409912,3.157677777777778,nan,nan,nan,nan,nan,nan,49.91929626464844,25.75,77.9
22.135998725891113,3.1526530555555556,nan,nan,nan,nan,nan,nan,49.753334045410156,25.25,77.9
22.57011365890503,3.1769724999999998,nan,nan,nan,nan,nan,nan,49.7537956237793,28.5,76.9
22.68800115585327,3.142482222222222,nan,nan,nan,nan,nan,nan,49.753623962402344,23.5,77.4
22.75083875656128,3.1303516666666664,nan,nan,nan,nan,nan,nan,49.97588348388672,25.25,76.9
22.83971405029297,3.15671,nan,nan,nan,nan,nan,nan,49.53135681152344,24.75,75.4
22.92585039138794,3.200934722222222,nan,nan,nan,nan,nan,nan,49.69807434082031,26.5,77.4
23.010010719299316,3.1739236111111113,nan,nan,nan,nan,nan,nan,50.086524963378906,26.5,77.9
23.084149837493896,3.114462777777778,nan,nan,nan,nan,nan,nan,50.19647979736328,23.75,78.4
23.256680965423584,3.1921225,nan,nan,nan,nan,nan,nan,50.141212463378906,24.5,78.8
23.74088191986084,3.1541252777777777,nan,nan,nan,nan,nan,nan,50.08583450317383,26.25,76.9
23.875149726867676,3.124687222222222,nan,nan,nan,nan,nan,nan,50.30867385864258,24.75,77.4
23.980293035507202,3.1712519444444442,nan,nan,nan,nan,nan,nan,50.086238861083984,22.25,78.8
24.036842823028564,3.1952219444444445,nan,nan,nan,nan,nan,nan,50.14167404174805,23.75,77.4
24.10613179206848,3.1830969444444444,nan,nan,nan,nan,nan,nan,50.69574737548828,24.25,77.4
24.19497299194336,3.142418888888889,nan,nan,nan,nan,nan,nan,50.08675765991211,24.25,78.4
24.255845069885254,3.1722183333333334,nan,nan,nan,nan,nan,nan,50.363651275634766,25.75,78.4
24.401165008544922,3.128693888888889,nan,nan,nan,nan,nan,nan,50.363651275634766,27.75,77.9
24.730275869369507,3.151759166666667,nan,nan,nan,nan,nan,nan,50.196189880371094,24.75,78.4
24.830464124679565,3.1659069444444445,nan,nan,nan,nan,nan,nan,50.08687210083008,24.75,77.4
