times,z,d,h,v,nearest_labels,haptic_messages,buzzer_messages,chipTemperature,max6675Temperature,cpuTemperature
24.889538764953613,3.1690583333333335,nan,nan,nan,nan,nan,nan,50.08635330200195,24.0,78.4
24.98304533958435,3.1454580555555554,nan,nan,nan,nan,nan,nan,50.63882064819336,25.5,78.8
25.068819999694824,3.1417691666666663,nan,nan,nan,nan,nan,nan,50.25318145751953,24.25,77.9
25.11780309677124,3.1766900000000002,nan,nan,nan,nan,nan,nan,50.30723571777344,24.5,78.8
25.223084211349487,3.1588402777777778,nan,nan,nan,nan,nan,nan,50.36342239379883,24.5,78.8
25.313010215759277,3.1393127777777776,nan,nan,nan,nan,nan,nan,50.197052001953125,25.25,78.4
25.377291917800903,3.1640319444444445,nan,nan,nan,nan,nan,nan,50.19734191894531,26.5,77.9
25.459625482559204,3.1571558333333334,nan,nan,nan,nan,nan,nan,50.363651275634766,24.0,77.9
25.90186882019043,3.1305619444444446,nan,nan,nan,nan,nan,nan,50.69609451293945,26.0,78.4
26.057167053222656,3.1550363888888886,nan,nan,nan,nan,nan,nan,50.25271987915039,24.0,78.4
26.205507278442383,3.16525,nan,nan,nan,nan,nan,nan,50.25214385986328,23.25,77.9
26.29028844833374,3.1645877777777778,nan,nan,nan,nan,nan,nan,49.86449432373047,25.75,77.9
26.38295817375183,3.183870833333333,nan,nan,nan,nan,nan,nan,49.919525146484375,24.5,77.9
26.521494388580322,3.1855433333333334,nan,nan,nan,nan,nan,nan,50.52989959716797,23.5,77.9
26.966501235961914,3.166790555555555,nan,nan,nan,nan,nan,nan,50.41925811767578,24.5,77.4
27.070603370666504,3.121935555555556,nan,nan,nan,nan,nan,nan,50.63899230957031,24.5,79.8
27.193413496017456,3.151657777777778,nan,nan,nan,nan,nan,nan,50.80558395385742,25.25,77.9
27.33224105834961,3.1896597222222223,nan,nan,nan,nan,nan,nan,50.41931915283203,24.5,77.9
27.411788940429688,3.1408341666666666,nan,nan,nan,nan,nan,nan,50.418338775634766,25.75,77.9
27.516867637634277,3.1991175,nan,nan,nan,nan,nan,nan,50.4182243347168,26.5,78.4
27.61820960044861,3.1135183333333334,nan,nan,nan,nan,nan,nan,50.41902542114258,25.75,79.8
27.97223949432373,3.1466725,nan,nan,nan,nan,nan,nan,50.6400260925293,26.75,79.3
28.016300916671753,3.133137222222222,nan,nan,nan,nan,nan,nan,50.19745635986328,26.0,78.4
28.061382055282593,3.156516111111111,nan,nan,nan,nan,nan,nan,50.52938461303711,26.5,78.8
28.138834953308105,3.174599722222222,nan,nan,nan,nan,nan,nan,50.91657638549805,27.0,77.9
28.30016803741455,3.1713358333333335,nan,nan,nan,nan,nan,nan,50.75078582763672,24.25,79.3
28.452491998672485,3.1535372222222224,nan,nan,nan,nan,nan,nan,50.693912506103516,27.0,77.9
28.58715510368347,3.158108888888889,nan,nan,nan,nan,nan,nan,51.577735900878906,23.75,80.3
28.744508266448975,3.1241252777777775,nan,nan,nan,nan,nan,nan,50.53024673461914,25.0,77.9
29.107362747192383,3.1680188888888887,nan,nan,nan,nan,nan,nan,50.75038146972656,25.0,79.3
29.211780071258545,3.148475,nan,nan,nan,nan,nan,nan,51.30284881591797,24.75,79.8
29.306840419769287,3.1762722222222224,nan,nan,nan,nan,nan,nan,50.861083984375,23.75,78.8
29.369338274002075,3.1505461111111113,nan,nan,nan,nan,nan,nan,50.916229248046875,26.75,77.9
29.440804958343506,3.190185555555556,nan,nan,nan,nan,nan,nan,50.74946212768555,25.5,79.3
29.48799443244934,3.165182222222222,nan,nan,nan,nan,nan,nan,51.08202362060547,23.75,79.3
29.538578510284424,3.1723191666666666,nan,nan,nan,nan,nan,nan,50.74854278564453,24.5,79.3
29.58117175102234,3.1503325,nan,nan,nan,nan,nan,nan,50.91657638549805,24.5,79.3
29.623358726501465,3.1509205555555555,nan,nan,nan,nan,nan,nan,51.026126861572266,27.75,78.8
29.719853401184082,3.136257222222222,nan,nan,nan,nan,nan,nan,50.52903747558594,25.75,79.8
29.78623676300049,3.160110833333333,nan,nan,nan,nan,nan,nan,50.860511779785156,25.0,78.8
30.17318081855774,3.133423888888889,nan,nan,nan,nan,nan,nan,50.9713249206543,26.25,79.3
30.243335962295532,3.131985277777778,nan,nan,nan,nan,nan,nan,51.08168029785156,26.0,78.8
30.31696581840515,3.1432077777777776,nan,nan,nan,nan,nan,nan,51.02693176269531,22.5,79.3
30.40743923187256,3.147053055555556,nan,nan,nan,nan,nan,nan,51.08219528198242,27.75,79.3
30.47852635383606,3.147845277777778,nan,nan,nan,nan,nan,nan,51.02738952636719,27.0,79.8
30.56081986427307,3.1706633333333336,nan,nan,nan,nan,nan,nan,51.137516021728516,25.25,78.4
30.631611347198486,3.169013055555556,nan,nan,nan,nan,nan,nan,51.191123962402344,24.75,80.3
30.704014778137207,3.161807222222222,nan,nan,nan,nan,nan,nan,51.41332244873047,24.0,78.8
30.798686981201172,3.1676922222222226,nan,nan,nan,nan,nan,nan,51.63380432128906,25.5,79.3
31.26890540122986,3.131431666666667,nan,nan,nan,nan,nan,nan,51.02578353881836,24.5,79.3
31.396708250045776,3.1485955555555556,nan,nan,nan,nan,nan,nan,51.13786315917969,26.5,79.3
31.472553491592407,3.1566716666666665,nan,nan,nan,nan,nan,nan,51.413490295410156,24.75,79.3
31.590132236480713,3.173321388888889,nan,nan,nan,nan,nan,nan,51.52362060546875,25.0,78.8
31.69023561477661,3.130526388888889,nan,nan,nan,nan,nan,nan,51.63391876220703,23.0,79.3
31.782384157180786,3.1515069444444443,nan,nan,nan,nan,nan,nan,51.633460998535156,26.25,78.8
31.919624090194702,3.166036666666667,nan,nan,nan,nan,nan,nan,51.68775177001953,26.75,78.4
32.26700711250305,3.1533072222222223,nan,nan,nan,nan,nan,nan,51.412803649902344,26.0,79.3
32.310508251190186,3.151673333333333,nan,nan,nan,nan,nan,nan,51.24798583984375,26.25,79.3
32.35542035102844,3.140501111111111,nan,nan,nan,nan,nan,nan,51.24729919433594,26.75,79.3
32.396225929260254,3.1216519444444444,nan,nan,nan,nan,nan,nan,51.13654327392578,26.5,80.3
32.46519637107849,3.1026350000000003,nan,nan,nan,nan,nan,nan,51.412803649902344,26.75,80.8
32.50808811187744,3.173573611111111,nan,nan,nan,nan,nan,nan,51.633689880371094,25.5,79.8
32.5622284412384,3.1639725,nan,nan,nan,nan,nan,nan,51.192726135253906,26.25,79.3
32.68935036659241,3.184086944444444,nan,nan,nan,nan,nan,nan,51.19306945800781,23.75,78.8
32.807668924331665,3.161490833333333,nan,nan,nan,nan,nan,nan,51.46767044067383,26.75,80.3
32.897624015808105,3.1575627777777777,nan,nan,nan,nan,nan,nan,51.026588439941406,25.75,80.3
33.05591893196106,3.1420105555555558,nan,nan,nan,nan,nan,nan,51.79850769042969,27.25,79.8
33.398735761642456,3.192341388888889,nan,nan,nan,nan,nan,nan,51.46778106689453,25.25,79.8
33.46024131774902,3.1357013888888887,nan,nan,nan,nan,nan,nan,51.63151550292969,28.25,78.8
33.640763998031616,3.1329841666666667,nan,nan,nan,nan,nan,nan,51.35799789428711,26.0,79.8
33.797232151031494,3.1360808333333337,nan,nan,nan,nan,nan,nan,51.57842254638672,25.0,80.3
33.91153359413147,3.1265180555555556,nan,nan,nan,nan,nan,nan,51.30244827270508,24.0,80.3
33.99279522895813,3.161143611111111,nan,nan,nan,nan,nan,nan,51.633522033691406,29.0,79.3
34.08690524101257,3.166203611111111,nan,nan,nan,nan,nan,nan,51.68861389160156,25.25,80.8
34.45458126068115,3.1209444444444445,nan,nan,nan,nan,nan,nan,51.35799789428711,25.0,80.8
34.507389307022095,3.143135555555556,nan,nan,nan,nan,nan,nan,51.63391876220703,27.75,80.8
34.59037661552429,3.1488855555555557,nan,nan,nan,nan,nan,nan,52.01824951171875,25.5,81.3
34.722556591033936,3.1716594444444444,nan,nan,nan,nan,nan,nan,51.6329460144043,26.0,80.8
34.81667423248291,3.1643738888888886,nan,nan,nan,nan,nan,nan,51.41291809082031,25.75,79.8
34.97144961357117,3.134072777777778,nan,nan,nan,nan,nan,nan,51.79827880859375,26.0,81.3
35.12480115890503,3.1682625,nan,nan,nan,nan,nan,nan,51.74250030517578,27.0,80.8
35.53705191612244,3.1820872222222225,nan,nan,nan,nan,nan,nan,51.52293395996094,27.0,78.8
35.63711953163147,3.1438797222222226,nan,nan,nan,nan,nan,nan,51.46800994873047,24.0,79.8
35.71066093444824,3.141842222222222,nan,nan,nan,nan,nan,nan,51.57825469970703,25.75,79.8
35.78687310218811,3.1505705555555554,nan,nan,nan,nan,nan,nan,51.796451568603516,22.5,79.3
35.86421489715576,3.1134444444444442,nan,nan,nan,nan,nan,nan,51.906917572021484,26.5,80.8
35.90746593475342,3.1847077777777777,nan,nan,nan,nan,nan,nan,51.90909194946289,27.25,80.8
35.9516818523407,3.1136325,nan,nan,nan,nan,nan,nan,52.073402404785156,25.25,80.3
35.99140667915344,3.174845,nan,nan,nan,nan,nan,nan,52.18273162841797,25.25,79.8
36.032814025878906,3.135200277777778,nan,nan,nan,nan,nan,nan,51.85382843017578,25.25,80.3
36.11800503730774,3.1385702777777778,nan,nan,nan,nan,nan,nan,51.57859802246094,26.5,80.3
36.18387722969055,3.180683611111111,nan,nan,nan,nan,nan,nan,51.742042541503906,29.0,80.8
36.61436343193054,3.154571388888889,nan,nan,nan,nan,nan,nan,51.6322021484375,25.75,79.8
36.71301770210266,3.1533091666666664,nan,nan,nan,nan,nan,nan,52.01865005493164,26.25,80.3
36.79713010787964,3.184878888888889,nan,nan,nan,nan,nan,nan,52.1278076171875,25.0,80.8
36.87515997886658,3.1640349999999997,nan,nan,nan,nan,nan,nan,51.90806579589844,23.75,81.3
37.00910687446594,3.1057755555555553,nan,nan,nan,nan,nan,nan,51.63380432128906,24.0,81.8
37.111464977264404,3.1924050000000004,nan,nan,nan,nan,nan,nan,52.01819610595703,25.0,81.3
37.24976301193237,3.1079055555555555,nan,nan,nan,nan,nan,nan,52.016761779785156,24.25,80.3
37.68532156944275,3.1543336111111113,nan,nan,nan,nan,nan,nan,51.74244689941406,27.0,80.3
37.752721548080444,3.1512252777777774,nan,nan,nan,nan,nan,nan,52.128089904785156,25.0,80.8
37.82683086395264,3.165718611111111,nan,nan,nan,nan,nan,nan,52.073341369628906,26.5,80.3
37.90625524520874,3.1350233333333337,nan,nan,nan,nan,nan,nan,51.96332550048828,26.25,79.8
37.99245572090149,3.1372561111111112,nan,nan,nan,nan,nan,nan,51.90754699707031,26.0,80.8
38.1113166809082,3.1866194444444447,nan,nan,nan,nan,nan,nan,52.238277435302734,25.25,80.8
38.247673749923706,3.170018888888889,nan,nan,nan,nan,nan,nan,52.2921142578125,24.5,80.8
38.363525390625,3.148243611111111,nan,nan,nan,nan,nan,nan,52.292457580566406,27.75,82.3
38.78343939781189,3.197428611111111,nan,nan,nan,nan,nan,nan,52.236961364746094,22.75,80.3
38.85788011550903,3.1430266666666666,nan,nan,nan,nan,nan,nan,51.96189880371094,25.0,79.3
38.921722173690796,3.171490277777778,nan,nan,nan,nan,nan,nan,52.40092468261719,27.25,79.8
38.98782992362976,3.172425,nan,nan,nan,nan,nan,nan,52.128204345703125,26.5,80.8
39.066035747528076,3.1589947222222223,nan,nan,nan,nan,nan,nan,52.12889099121094,23.5,82.3
39.16074180603027,3.1804230555555555,nan,nan,nan,nan,nan,nan,52.457275390625,26.5,80.8
39.25497627258301,3.171071388888889,nan,nan,nan,nan,nan,nan,52.34674835205078,25.0,79.8
39.39400911331177,3.157168611111111,nan,nan,nan,nan,nan,nan,51.797821044921875,25.75,80.3
39.79443860054016,3.1594127777777774,nan,nan,nan,nan,nan,nan,52.183013916015625,25.0,80.3
39.85478901863098,3.1817091666666664,nan,nan,nan,nan,nan,nan,52.12877655029297,27.75,81.3
39.9078209400177,3.1600622222222223,nan,nan,nan,nan,nan,nan,52.07231903076172,25.0,79.8
40.01068139076233,3.1364919444444443,nan,nan,nan,nan,nan,nan,52.34823226928711,26.75,80.3
40.14842176437378,3.1691783333333334,nan,nan,nan,nan,nan,nan,52.34686279296875,26.25,80.8
40.34044575691223,3.172703333333333,nan,nan,nan,nan,nan,nan,52.12843322753906,25.25,81.3
40.43492650985718,3.1708544444444446,nan,nan,nan,nan,nan,nan,52.6218147277832,28.5,81.3
40.807106733322144,3.1732127777777777,nan,nan,nan,nan,nan,nan,52.56671905517578,25.5,81.3
